菏代ら戳	PSI	夹γ琕	珇借单	SO2	NO2	O3	CO	PM10	NO	NitroOxy	NHHC	HydraCarbon	HydraCarbon2	Temp	PH
2005/8/17	54		炊硄	3.9	11.7	18	0.42	38	2	13.8	0.22	1.7	1.92	26.9	
2005/8/18	29	腶疊稬采	▆	3.9	11.6	6.3	0.42	29	3.6	15.2	0.23	1.56	1.79	25.2	
2005/8/19	39	腶疊稬采	▆	4.6	12.2	9.6	0.47	39	4.8	16.9	0.29	1.65	1.94	26.1	
2005/8/20	34	腶疊稬采	▆	3.4	10.4	8.3	0.42	34	5.8	16.3	0.23	1.64	1.86	26.1	
2005/8/21	31	腶疊稬采	▆	2.9	9.5	9.6	0.42	31	5.5	15	0.21	1.63	1.84	26.5	
2005/8/22	37	腶疊稬采	▆	3.9	7.7	16.2	0.32	37	2.5	10.2	0.18	1.62	1.8	28.2	
2005/8/23	34	腶疊稬采	▆	2.4	5.7	18.5	0.27	34	1.3	6.9	0.15	1.6	1.75	28.7	
2005/8/24	46	腶疊稬采	▆	3.5	9.5	25.7	0.36	46	2	11.5	0.24	1.67	1.9	28.4	
2005/8/25	60		炊硄	5.9	18.4	37.6	0.61	59	2.3	20.7	0.35	1.73	2.08	28.3	
2005/8/26	87		炊硄	8.5	20.6	35.7	0.7	61	5.2	25.8	0.41	1.83	2.23	28.6	
2005/8/27	82		炊硄	5.3	15.1	38.8	0.5	59	2.1	17.2	0.27	1.81	2.08	29.3	
2005/8/28	65	腶疊稬采	炊硄	6	15.3	35	0.51	80	0.7	16	0.28	1.88	2.16	29.6	
2005/8/29	61	腶疊稬采	炊硄	5.8	10.1	34	0.39	72	2.1	12.3	0.23	1.68	1.91	29.9	
2005/8/30	55	腶疊稬采	炊硄	3.5	9.9	33.2	0.34	60	2.5	12.3	0.23	1.64	1.87	29.5	
2005/8/31	54	腶疊稬采	炊硄	2.7	4.8	26.2	0.21	58	2.9	7.7	0.14	1.53	1.67	28.7	
2005/9/1	31		▆	2.4	3.9	26.7	0.19	*	2	5.8	0.09	1.57	1.66	27	
2005/9/2	24		▆	5.7	12.9	18.2	0.42	*	3.8	16.7	0.24	1.53	1.76	29.1	
2005/9/3	37		▆	4	11.6	23.6	0.36	*	2.2	13.8	0.22	1.57	1.79	29.1	
2005/9/4	61		炊硄	6.1	9.1	34.6	0.33	*	3.3	12.3	0.19	1.6	1.79	28.7	
2005/9/5	59		炊硄	5.5	16.3	35.1	0.55	114*	2.9	19.2	0.31	1.75	2.06	29.3	
2005/9/6	76		炊硄	4.3	10.6	48.8	0.4	76	1	11.6	0.19	1.59	1.78	29.1	
2005/9/7	113		ぃ▆	9.6	18.1	68.9	0.61	94	2.5	20.7	0.31	1.74	2.04	29.2	
2005/9/8	115		ぃ▆	9.1	13.2	84.5	0.56	109	3.4	16.6	0.24	1.76	2	28.7	
2005/9/9	97		炊硄	5.1	10	77.9	0.52	91	2.2	12.3	0.19	1.72	1.91	29	
2005/9/10	76		炊硄	5.4	14.7	38.9	0.48	91	2.4	17.1	0.23	1.75	1.98	28.4	
2005/9/11	71		炊硄	5.7	8.6	45.7	0.4	85	2.4	11	0.14	1.71	1.85	28.2	
2005/9/12	66	腶疊稬采	炊硄	5.8	13.5	31.8	0.54	81	3.8	17.3	0.27	1.75	2.02	29.8	
2005/9/13	62	腶疊稬采	炊硄	7.4	17.3	28.2	0.51	74	6.1	23.4	0.32	1.81	2.13	30.2	
2005/9/14	63		炊硄	2.8	8.2	33.4	0.33	52	4.3	12.4	0.18	1.66	1.84	29.9	
2005/9/15	50	腶疊稬采	▆	3.3	10	27.3	0.33	50	3.6	13.6	0.22	1.73	1.94	29.7	
2005/9/16	46	腶疊稬采	▆	2.8	8.8	34.7	0.34	46	2.3	11.1	0.21	1.7	1.9	29.8	
2005/9/17	98		炊硄	4.6	12.7	54.9	0.44	70	3.2	16	0.24	1.75	1.99	29.1	
2005/9/18	62		炊硄	3.1	9	48.3	0.35	66	1.7	10.6	0.17	1.72	1.9	29.8	
2005/9/19	60	腶疊稬采	炊硄	2.9	10.7	40.4	0.4	69	2.5	13.2	0.21	1.73	1.94	29.3	
2005/9/20	59		炊硄	3.9	10.4	40.8	0.34	62	2.8	13.1	0.21	1.72	1.93	29.2	
2005/9/21	82		炊硄	6.7	15.3	48.8	0.5	81	2.5	17.8	0.3	1.81	2.11	29.6	
2005/9/22	74	腶疊稬采	炊硄	7.1	31.5	12	0.89	97	9.2	40.6	0.65	1.95	2.6	26.9	
2005/9/23	58	腶疊稬采	炊硄	6.7	21.2	18.9	0.58	65	2.6	23.9	0.39	1.8	2.2	27.5	
2005/9/24	86		炊硄	4.2	16.1	34.4	0.47	65	3	19.1	0.28	1.81	2.09	28.3	
2005/9/25	47		▆	3.6	14.7	26.2	0.45	47	3.4	18.1	0.27	1.78	2.05	28.1	
2005/9/26	57		炊硄	4	15.4	30.9	0.54	46	3.2	18.6	0.31	1.72	2.03	28	
2005/9/27	73		炊硄	5.1	16.5	39.4	0.45	68	2.3	18.9	0.27	1.7	1.97	28.4	
2005/9/28	105		ぃ▆	6.8	19.5	45.5	0.49	95	3.7	23.2	0.34	1.77	2.1	28.5	
2005/9/29	73		炊硄	6.1	14.6	48.3	0.46	86	2.8	17.4	0.27	1.75	2.02	28.9	
2005/9/30	111		ぃ▆	5.8	15.4*	50.9	0.5	92	1.2*	16.7*	0.28	1.77	2.05	28.8	
2005/10/1	79		炊硄	5.8	12.5	43.8	0.47	100	4.6	17.2	0.26	1.67	1.92	29.1	
2005/10/2	52	腶疊稬采	炊硄	0.8	4.6	21.1	0.18	53	2.3	7	0.08	1.51	1.59	26.1	
2005/10/3	51	腶疊稬采	炊硄	4.7	12.3	24.5	0.38	52	3	15.2	0.19	1.6	1.79	28.5	
2005/10/4	57	腶疊稬采	炊硄	5.5	18.1	28.4	0.54	64	3.4	21.4	0.32	1.69	2	28.9	
2005/10/5	94		炊硄	5.8	17.9	43.4	0.61	77	2.6	20.5	0.37	1.69	2.06	28.7	
2005/10/6	62	腶疊稬采	炊硄	3.8	13.3	34.3	0.45	74	1.8	15.1	0.26	1.6	1.86	28.9	
2005/10/7	63		炊硄	4.8	17.8	29.7	0.51	59	2.8	20.6	0.28	1.57	1.85	28.3	
2005/10/8	82	腶疊稬采	炊硄	4.7	19.4	35.8	0.68	113	3.9	23.3	0.32	1.88	2.2	27.9	
2005/10/9	78	腶疊稬采	炊硄	4.8	20.4	32.5	0.67	106	4.5	24.9	0.28	1.75	2.03	27.1	
2005/10/10	68		炊硄	4.2	17	36.1	0.51	73	3.1	20.1	0.22	1.74	1.96	27	
2005/10/11	73		炊硄	5.6	17.3	42.3	0.54	88	2.5	19.8	0.27	1.66	1.93	28.1	
2005/10/12	82		炊硄	5.7	21.9	35.9	0.55	93	5.9	27.8	0.34	1.76	2.1	27	
2005/10/13	102		ぃ▆	5.2	22.6	43.3	0.6	103	2.7	25.3	0.36	1.73	2.09	27.9	
2005/10/14	92	腶疊稬采	炊硄	4.7	20.9	38.1	0.51	135	4.2	25.1	0.33	1.63	1.97	27	
2005/10/15	92	腶疊稬采	炊硄	4.3	22.6	36	0.52	133	1.7	24.3	0.28	1.68	1.96	25.9	
2005/10/16	90		炊硄	5.7	19.5	49.9	0.58	127	1.1	20.5	0.22	1.72	1.94	25.1	
2005/10/17	101	腶疊稬采	ぃ▆	7.6	23.9	43.6	0.64	152	2.8	26.7	0.27	1.78	2.05	25.4	
2005/10/18	102		ぃ▆	6.9	23.6	46.7	0.61	145	3.5	27.2	0.32	1.71	2.03	25.5	
2005/10/19	95		炊硄	6.7	23.4	56.8	0.58	133	3.8	27.2	0.34	2.14	2.47	26.1	
2005/10/20	94		炊硄	4.9	23.2	45.6	0.57	115	4.6	27.8	0.37	1.95	2.32	25.8	
2005/10/21	127		ぃ▆	6.6	26.3	47.9	0.62	133	3.3	29.6	0.39	2	2.39	26.2	
2005/10/22	87	腶疊稬采	炊硄	4.8	23.9	38.7	0.51	124	3.4	27.3	0.3	1.92	2.22	24.7	
2005/10/23	60	腶疊稬采	炊硄	4.5	20.5	28.4	0.39	71	2.3	22.9	0.21	1.89	2.1	23.1	
2005/10/24	62		炊硄	5.6	21.9	33.1	0.46	65	4.4	26.4	0.27	1.91	2.19	23.4	
2005/10/25	83		炊硄	5	21.7	50.4	0.56	81	3	24.7	0.36	1.91	2.28	24.9	
2005/10/26	82	腶疊稬采	炊硄	4.7	26.5	27.1	0.56	114	4.1	30.5	0.4	2.02	2.42	25.3	
2005/10/27	100		炊硄	7.1	24.5	45.2	0.63	93	7.7	32.1	0.42	1.98	2.4	25.7	
2005/10/28	94		炊硄	4	17.2	48.5	0.5	97	1.8	19	0.28	1.88	2.17	26.2	
2005/10/29	80	腶疊稬采	炊硄	4.5	18.5	40.6	0.5	109	1.5	20	0.25	1.92	2.17	25.6	
2005/10/30	74	腶疊稬采	炊硄	2.2	17.3	29.9	0.53	98	1.4	18.7	0.21	1.89	2.1	22.3	
2005/10/31	81	腶疊稬采	炊硄	4.5	26.2	29.3	0.65	112	2.8	29	0.34	1.95	2.29	22	
2005/11/1	98		炊硄	6.8	30.3	40.7	0.76	127	5.3	35.6	0.47	1.94	2.41	24.1	
2005/11/2	80	腶疊稬采	炊硄	5.8	23.8	45.3	0.67	110	2.3	26.1	0.49	1.79	2.28	25.6	
2005/11/3	72	腶疊稬采	炊硄	5.1	21.6	41.2	0.57	94	1.2	22.9	0.36	1.89	2.25	25.5	
2005/11/4	75		炊硄	4.7	23.4	46.1	0.65	97	2.6	26	0.38	1.76	2.14	25.7	
2005/11/5	80	腶疊稬采	炊硄	3.6	21	44.1	0.64	110	2.7	23.7	0.36	1.79	2.15	25.8	
2005/11/6	60		炊硄	3.8	16.8	33.1	0.47	64	2.1	18.9	0.25	1.68	1.93	26.7	
2005/11/7	74		炊硄	5.2	19.3	40.8	0.6	93	3.1	22.4	0.28	1.73	2.01	27.1	
2005/11/8	107	腶疊稬采	ぃ▆	4.9	21.1	36.7	0.76	164	3.2	24.3	0.35	1.77	2.12	26.4	
2005/11/9	94	腶疊稬采	炊硄	5.6	19.3	37.8	0.71	138	2.7	22	0.33	1.69	2.02	26.9	
2005/11/10	83		炊硄	5.4	20.4	46.3	0.6	112	2.4	22.8	0.33	1.69	2.02	26.9	
2005/11/11	66	腶疊稬采	炊硄	6.1	22.4	27	0.57	83	4.9	27.3	0.35	1.72	2.07	26.9	
2005/11/12	80	腶疊稬采	炊硄	8.5	24.3	35.5	0.64	109	3.1	27.3	0.32	1.71	2.03	26.6	
2005/11/13	66	腶疊稬采	炊硄	13	22	25.2	0.5	81	4.5	26.5	0.2	1.7	1.9	26.8	
2005/11/14	75	腶疊稬采	炊硄	5	22.9	27.9	0.56	100	7.3	30.2	0.27	1.93	2.2	26.3	
2005/11/15	80	腶疊稬采	炊硄	3.9	22.3	28.9	0.46	109	4.1	26.4	0.23	1.82	2.05	24.4	
2005/11/16	76	腶疊稬采	炊硄	3.1	19.1	17	0.49	101	3.1	22.3	0.24	1.81	2.04	22.7	
2005/11/17	68	腶疊稬采	炊硄	5.1	24.2	20.7	0.52	85	5.7	29.9	0.22	1.76	1.98	22.4	
2005/11/18	69	腶疊稬采	炊硄	5.1	26.8	20.5	0.58	88	6.3	33	0.34	1.86	2.2	22	
2005/11/19	69		炊硄	3.8	25.1	33.7	0.51	81	5.1	30.2	0.29	1.89	2.18	21.2	
2005/11/20	82	腶疊稬采	炊硄	4	25	26.9	0.49	113	3.8	28.8	0.25	1.88	2.13	19.8	
2005/11/21	66	腶疊稬采	炊硄	2.6	24.2	26.9	0.54	82	4.1	28.3	0.32	1.88	2.2	18.9	
2005/11/22	60	腶疊稬采	炊硄	2.8	26.9	20.3	0.7	71	6.8	33.6	0.36	1.81	2.17	20.4	
2005/11/23	75	腶疊稬采	炊硄	4.6	25.8	29.5	0.71	100	12.3	38.1	0.42	1.86	2.28	22.1	
2005/11/24	78	腶疊稬采	炊硄	3.6	21.9	35.4	0.61	106	4.2	26.1	0.33	1.83	2.16	21.5	
2005/11/25	108	腶疊稬采	ぃ▆	6.5	30.3	41.7	0.89	165	7.4	37.7	0.45	2.06	2.51	21.8	
2005/11/26	124	腶疊稬采	ぃ▆	7.3	35.3	44	1.02	199	9.1	44.4	0.47	2.17	2.63	22.2	
2005/11/27	122	腶疊稬采	ぃ▆	8.2	33.5	38.6	1.01	195	7.8	41.4	0.55	1.98	2.53	22.8	
2005/11/28	89	腶疊稬采	炊硄	4.9	26.6	25.8	0.71	128	5.4	32	0.36	1.89	2.24	24.5	
2005/11/29	116	腶疊稬采	ぃ▆	6.2	26.6	31.3	0.74	181	7.7	34.3	0.49	1.71	2.21	22	
2005/11/30	115	腶疊稬采	ぃ▆	5.6	28.1	33	0.74	180	5.2	33.3	0.46	1.87	2.33	20.6	
2005/12/1	110	腶疊稬采	ぃ▆	8.4	32.9	37.2	0.91	170	13.6	46.4	0.48	2.07	2.55	22.8	
2005/12/2	98	腶疊稬采	炊硄	6.6	28	31.9	0.83	147	16.5	44.6	0.71*	2.02*	2.73*	22.4	
2005/12/3	76	腶疊稬采	炊硄	5.4	22	34.1	0.19	101	6.6	28.6	0.32	1.88	2.2	22.4	
2005/12/4	102	腶疊稬采	ぃ▆	5.4	15.8	32.9	0.45	155	2	17.8	0.17	1.83	2	19.8	
2005/12/5	98	腶疊稬采	炊硄	5	20.5	19.5	0.57	145	4.6	25.1	0.28	1.83	2.11	16.2	
2005/12/6	81	腶疊稬采	炊硄	5.4	23.6	15.2	0.63	112	10.2	33.9	0.32	1.86	2.18	14.5	
2005/12/7	78	腶疊稬采	炊硄	6.3	28.7	16.7	0.73	107	14.6	43.3	0.41	1.89	2.31	16.9	
2005/12/8	70	腶疊稬采	炊硄	5.5	27.1	18.9	0.69	91	9.6	36.8	0.37	1.87	2.24	18	
2005/12/9	70	腶疊稬采	炊硄	6.2	31.6	25.2	0.75	91	14.8	46.4	0.44	1.87	2.31	19.9	
2005/12/10	80	腶疊稬采	炊硄	4.9	27.5	25.3	0.72	109	8.9	36.4	0.39	1.84	2.24	20.8	
2005/12/11	78	腶疊稬采	炊硄	3.3	19.6	21.9	0.53	105	3.9	23.5	0.21	1.75	1.96	20.9	
2005/12/12	86	腶疊稬采	炊硄	5	20.1	22.1	0.61	123	3.8	23.8	0.26	1.75	2.01	16.7	
2005/12/13	78	腶疊稬采	炊硄	6.5	23.1	20.4	0.6	105	4.3	27.5	0.27	1.75	2.02	16.2	
2005/12/14	80	腶疊稬采	炊硄	7.7	24.1	15.7	0.68	109	3.5	27.6	0.28	1.77	2.06	14.8	
2005/12/15	101	腶疊稬采	ぃ▆	7.9	23.4	28.6	0.66	152	2.8	26.2	0.27	1.76	2.04	14.3	
2005/12/16	94	腶疊稬采	炊硄	7.2	32.1	29	0.79	137	6.3	38.4	0.38	1.82	2.2	15.3	
2005/12/17	110	腶疊稬采	ぃ▆	5.8	26.3	25.9	0.58	169	8.1	34.3	0.31	1.79	2.1	14.7	
2005/12/18	86	腶疊稬采	炊硄	6.4	25.4	30	0.63	123	7.1	32.5	0.28	1.79	2.06	14.4	
2005/12/19	89	腶疊稬采	炊硄	7.7	33.5	28.8	0.91	128	20.8	54.4	0.5	1.97	2.47	17	
2005/12/20	68	腶疊稬采	炊硄	4.5	23.6	22.7	0.52	86	9.1	32.6	0.33	1.78	2.12	18.6	
2005/12/21	107	腶疊稬采	ぃ▆	4.9	16.8	37.8	0.43	164	2.6	19.4	0.2	1.7	1.9	16.4	
2005/12/22	118	腶疊稬采	ぃ▆	11.7	21.3	39.8	0.64	187	3.2	24.5	0.26	1.76	2.01	12.7	
2005/12/23	92	腶疊稬采	炊硄	8.6	40.5	31.3	1.03	133	14	54.5	0.58	1.86	2.44	13.9	
2005/12/24	81	腶疊稬采	炊硄	6	32.8	41.6	0.83	112	4.5	37.3	0.41	1.83	2.23	16.6	
2005/12/25	104	腶疊稬采	ぃ▆	6.9	35	31.6	0.96	157	7	42.1	0.45	1.88	2.34	18.6	
2005/12/26	98	腶疊稬采	炊硄	5.9	27.8	27.1	0.73	147	6.1	33.8	0.33	1.83	2.17	18.4	
2005/12/27	90	腶疊稬采	炊硄	5.5	27.5	26.8	0.72	129	8	35.5	0.37	1.82	2.19	18.3	
2005/12/28	68	腶疊稬采	炊硄	5.4	29.1	11.4	0.72	87	13.4	42.6	0.44	1.87	2.31	17.7	
2005/12/29	51	腶疊稬采	炊硄	0.9	18.9	15	0.48	52	4.3	23.1	0.26	1.73	2	17.8	
2005/12/30	60	腶疊稬采	炊硄	0.7	21.2	13.7	0.57	69	5.3	26.6	0.3	1.79	2.09	18.8	
2005/12/31	59	腶疊稬采	炊硄	1.6	17.3	22.1	0.53	68	3.1	20.4	0.22	1.75	1.96	19.5	
